TIME_PERIOD,REF_AREA,OBS_VALUE
2005-Q2,ES,355265.0
2005-Q3,ES,373677.0
2005-Q4,ES,398568.0
2006-Q1,ES,426004.0
2006-Q2,ES,459865.0
2006-Q3,ES,493374.0
2006-Q4,ES,540165.0
2007-Q1,ES,568049.0
2007-Q2,ES,608574.0
2007-Q3,ES,635277.0
2007-Q4,ES,662041.0
2008-Q1,ES,678385.0
2008-Q2,ES,695621.0
2008-Q3,ES,709968.0
2008-Q4,ES,717927.0
2009-Q1,ES,726177.0
2009-Q2,ES,724950.0
2009-Q3,ES,720902.0
2009-Q4,ES,720755.0
2010-Q1,ES,717198.0
2010-Q2,ES,723213.0
2010-Q3,ES,720761.0
2010-Q4,ES,706958.0
2011-Q1,ES,699514.0
2011-Q2,ES,685150.0
2011-Q3,ES,678555.0
2011-Q4,ES,670855.0
2012-Q1,ES,663174.0
2012-Q2,ES,641710.0
2012-Q3,ES,627067.0
2012-Q4,ES,550021.0
2013-Q1,ES,510061.0
2013-Q2,ES,498171.0
2013-Q3,ES,494837.0
2013-Q4,ES,479055.0
2014-Q1,ES,461661.0
2014-Q2,ES,449428.0
2014-Q3,ES,437011.0
2014-Q4,ES,431757.0
2015-Q1,ES,425715.0
2015-Q2,ES,418745.0
2015-Q3,ES,411309.0
2015-Q4,ES,408910.0
2016-Q1,ES,419278.0
2016-Q2,ES,412118.0
2016-Q3,ES,406107.0
2016-Q4,ES,401498.0
2017-Q1,ES,399181.0
2017-Q2,ES,389007.0
2017-Q3,ES,384472.0
2017-Q4,ES,383659.0
2018-Q1,ES,362741.0
2018-Q2,ES,360590.0
2018-Q3,ES,354052.0
2018-Q4,ES,350403.0
2019-Q1,ES,349283.0
2019-Q2,ES,347056.0
2019-Q3,ES,345423.0
2019-Q4,ES,342791.0
2020-Q1,ES,340325.0
2020-Q2,ES,395391.0
2020-Q3,ES,397070.0
2000-Q1,FI,20769.0
2000-Q2,FI,20547.0
2000-Q3,FI,20499.0
2000-Q4,FI,20431.0
2001-Q1,FI,21220.0
2001-Q2,FI,23368.0
2001-Q3,FI,23238.0
2001-Q4,FI,22087.0
2002-Q1,FI,23837.0
2002-Q2,FI,24186.0
2002-Q3,FI,24508.0
2002-Q4,FI,24387.0
2003-Q1,FI,23717.0
2003-Q2,FI,24791.0
2003-Q3,FI,25046.0
2003-Q4,FI,25974.0
2004-Q1,FI,26407.0
2004-Q2,FI,27046.0
2004-Q3,FI,27124.0
2004-Q4,FI,27759.0
2005-Q1,FI,27885.0
2005-Q2,FI,28452.0
2005-Q3,FI,28837.0
2005-Q4,FI,29267.0
2006-Q1,FI,29696.0
2006-Q2,FI,29821.0
2006-Q3,FI,30080.0
2006-Q4,FI,31351.0
2007-Q1,FI,32232.0
